BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuaranteed,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
"Animal Medical Services, P.A.",2016 86th Drive,Vero Beach,FL,32966,1581,EXEMPT,870000,652500,5.25,300,2016,4/28/16,7/1/16,64,2/20/41,0,,,,,,,541940,Veterinary Services,0,OTH 7A,Guaranty,The Oculina Bank,"4450 24th Ave, Ste 101",VERO BEACH,FL,32967
Fire House Garage Inc.,800 Louisiana Avenue,Sebastian,FL,32958,1627,EXEMPT,681000,510750,5,300,2013,8/29/13,11/1/13,64,6/23/38,0,,,,,,,811111,General Automotive Repair,8,OTH 7A,Guaranty,The Oculina Bank,"4450 24th Ave, Ste 101",VERO BEACH,FL,32967
Southeast Refrigerant Recovery,11625 Ride,Jacksonville,FL,32223,1646,PIF,82000,69700,6,120,2012,11/29/11,2/1/12,64,12/10/21,0,,,,,,,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,6,OTH 7A,Guaranty,The Oculina Bank,"4450 24th Ave, Ste 101",VERO BEACH,FL,32967
"James M. Thompson Three, LLC",4631 SE 10th St.,Cape Coral,FL,33904,1716,EXEMPT,50000,25000,6.75,84,2017,8/28/17,10/31/17,64,9/24/24,0,,,,,,,722511,Full-Service Restaurants,40,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
M. Wiederkehr Recycling LLC,236 Grove St.,Venice,FL,34285,1726,EXEMPT,150000,75000,6.5,84,2017,6/28/17,8/31/17,64,7/25/24,0,,,,,,,811490,Other Personal and Household Goods Repair and Maintenance,0,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
"MELMAC ENTERPRISES, LLC",4451 VERONICA SHOEMAKER BLVD.,FT. MYERS,FL,33916,1772,EXEMPT,25000,12500,6,84,2016,9/28/16,12/1/16,64,10/26/23,0,,,,,,,722511,Full-Service Restaurants,25,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
RVN Trading Inc,9950 SW 157 Street,Miami,FL,33157,2219,EXEMPT,73000,36500,7.74,84,2018,11/28/17,1/31/18,64,12/25/24,0,,,,,,,423710,Hardware Merchant Wholesalers,3,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
GLS HOSPITALITY INC,3862 SHERIDAN ST B,Hollywood,FL,33021,2470,PIF,100000,50000,7.25,84,2017,8/28/17,10/31/17,64,9/24/24,0,,,,,,,561320,Temporary Help Services,11,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
JARMAR MANAGEMENT CORPORATION,"6115 Stirling Road, 212",Davie,FL,33314,2474,EXEMPT,30000,15000,9.74,84,2017,8/28/17,10/31/17,64,9/24/24,0,,,,,,,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",2,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
THODHORI'S AUTO & SERVICE REPA,3902 Curry Ford Road,"Orlando, FL",FL,32806,3695,EXEMPT,200000,100000,7.25,240,2011,6/29/11,9/1/11,64,5/19/31,0,,,,,,,811111,General Automotive Repair,3,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"Focus Healthcare Systems, LLC","1500 McMullen Booth Rd., Suit",Clearwater,FL,33759,3963,EXEMPT,785000,588750,5.25,126,2012,3/29/12,6/1/12,64,10/7/22,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),12,PLP,Guaranty,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901
"Engaging Minds, Inc. dba Brick",915 E. John Sims Parkway,Niceville,FL,32578,3964,EXEMPT,50000,42500,6,87,2012,3/29/12,6/1/12,64,7/25/19,0,,,,,,,624410,Child Day Care Services,12,PLP,Guaranty,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901
Edwards Elder Law P.A.,2510 1st Ave North.,Saint petersburg,FL,33713,4011,EXEMPT,30000,15000,5.75,156,2011,10/29/10,1/1/11,64,10/25/23,0,,,,,,,541110,Offices of Lawyers,2,SBA EXPRES,FA$TRK (Small Loan Express),Synovus Bank,1148 Broadway,COLUMBUS,GA,31901
"FULL CIRCLE PR, INC",3001 N ROCKY POINT DR E Ste,TAMPA,FL,33607,5352,PIF,50000,25000,7.4,84,2010,1/27/10,4/1/10,64,2/23/17,0,,,,,,,541990,"All Other Professional, Scientific, and Technical Services",4,SBA EXPRES,FA$TRK (Small Loan Express),SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
MIGUEL & VAZQUEZ LEGAL PL,2942 COLUMBUS DR W,TAMPA,FL,33607,5353,PIF,20000,10000,7.4,84,2010,1/27/10,4/1/10,64,2/23/17,0,,,,,,,541110,Offices of Lawyers,2,SBA EXPRES,FA$TRK (Small Loan Express),SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
"EMPIRE HOLDINGS, LLC",2500 W LAKE MARY BL  #107,LAKE MARY,FL,32746,6053,EXEMPT,149000,126650,5.25,240,2015,6/29/15,9/1/15,64,5/19/35,0,,,,,,,485991,Special Needs Transportation,2,SLA,Lender Advantage Initiative,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994
"Des Champs, Gregory & Hayes In",1812 W. Manatee Ave,Bradenton,FL,34205,6933,EXEMPT,2150000,1612500,5,120,2015,4/28/15,7/1/15,64,5/9/25,0,,,,,,,524210,Insurance Agencies and Brokerages,23,OTH 7A,Guaranty,Premier Community Bank of Florida,900 53rd Ave East,BRADENTON,FL,34203
"SCHD Executive Circle, LLC (EP",1440 Executive Cir NE,Palm Bay,FL,32905,7590,PIF,5000000,3750000,4.75,300,2011,8/29/11,11/1/11,64,6/22/36,0,,,,,,,441221,Motorcycle Dealers,2,OTH 7A,Guaranty,Paradise Bank,2420 N Federal Hwy,BOCA RATON,FL,33431
"O.P.K South of Middleburg, Inc",3425 Habitat Drive,Middleburg,FL,32068,7646,PIF,955000,859500,6,300,2011,12/27/10,3/1/11,64,10/21/35,0,,,,,,,624410,Child Day Care Services,0,PLP,Guaranty,Pacific Western Bank,"9701 Wilshire Blvd, Ste 700",BEVERLY HILLS,CA,90212
"Timothy Papp & Associates, LLC",11681 Seminole Blvd,LARGO,FL,33778,7722,EXEMPT,305000,228750,5.5,300,2016,9/28/16,12/1/16,64,7/23/41,0,,,,,,,541219,Other Accounting Services,1,PLP,Guaranty,Northeast Bank,500 Canal St,LEWISTON,ME,4240
"Sanabi Investments, LLC",10943 N W 122 Street,MIAMI,FL,33178,7898,EXEMPT,535000,401250,6.75,119,2017,4/27/17,6/30/17,64,4/9/27,0,,,,,,,484210,Used Household and Office Goods Moving,0,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
"INTEGRATED COMPONENTS, INC.",2592 West 78 Street,HIALEAH,FL,33016,8283,PIF,200000,180000,4.25,84,2013,11/29/12,2/1/13,64,12/27/19,0,,,,,,,326199,All Other Plastics Product Manufacturing,11,EXPRES EXP,FA$TRK (Small Loan Express),"Mercantil Bank, National Association",220 Alhambra Circle,CORAL GABLES,FL,33134
Advanced Air and Refrigeration,2144 Andrea Lane,FORT MYERS,FL,33912,9206,EXEMPT,100000,50000,7.05,84,2017,11/29/16,2/1/17,64,12/27/23,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",8,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
ALLIANCE GLOBAL FORWARDING COR,1925 NW 79TH AVE,DORAL,FL,33126,9483,EXEMPT,100000,50000,6.2,84,2016,10/29/15,1/1/16,64,11/25/22,0,,,,,,,488510,Freight Transportation Arrangement,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"A DOUBLE DIAMOND POOL COMPANY,",1999 2ND ST,ENGLEWOOD,FL,34223,9578,EXEMPT,25000,12500,5.4,84,2015,6/29/15,9/1/15,64,7/26/22,0,,,,,,,561790,Other Services to Buildings and Dwellings,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Ace Hardware of Cutler Bay Inc,20537 Old Cutler Road,Cutler Bay,FL,33189,10383,EXEMPT,350000,175000,4.24,84,2012,3/29/12,6/1/12,64,4/26/19,0,,,,,,,444130,Hardware Stores,20,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Martin Saavedra,4143 Saltwater,TAMPA,FL,33615,10669,EXEMPT,1700000,1530000,6,300,2011,12/27/10,3/1/11,64,10/21/35,0,,,,,,,541860,Direct Mail Advertising,42,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Tropi-Co2, Inc.",6300 Tower Lane,Sarasota,FL,34240,11596,EXEMPT,730000,547500,7,120,2018,12/26/17,2/28/18,64,1/7/28,0,,,,,,,423840,Industrial Supplies Merchant Wholesalers,5,PLP,Guaranty,Freedom Bank,1200 4th St North,SAINT PETERSBURG,FL,33701
"LFH Real Estate Holdings, LLC",126h Ave N/12520 Automobile B,Clearwater,FL,33762,11604,EXEMPT,5000000,3750000,5.5,171,2017,3/28/17,5/31/17,64,6/17/31,0,,,,,,,551112,Offices of Other Holding Companies,35,OTH 7A,Guaranty,Freedom Bank,1200 4th St North,SAINT PETERSBURG,FL,33701
Manny's Tire One Corporation,647 N. Semoran Blvd.,Orlando,FL,32807,11668,EXEMPT,346000,259500,6.5,300,2017,8/28/17,10/31/17,64,6/22/42,0,,,,,,,441320,Tire Dealers,7,OTH 7A,Guaranty,"Florida Capital Bank, National Association","10151 Deerwood Park Blvd, Ste",JACKSONVILLE,FL,32256
Fann Emblem & Embroidery Compa,1330 W. Central Boulevard,Orlando,FL,32805,12973,PIF,460000,414000,6.5,240,2010,1/27/10,4/1/10,64,12/17/29,0,,,,,,,315999,Other Apparel Accessories and Other Apparel Manufacturing,12,PLP,Guaranty,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"Yinh Holdings, LLC",2560 R.C.A Blvd Suite 109,PALM BEACH GARDENS,FL,33410,13012,EXEMPT,340000,255000,7,300,2018,12/26/17,2/28/18,64,10/20/42,0,,,,,,,621310,Offices of Chiropractors,53,PLP,Guaranty,Fidelity Bank,"3490 Piedmont Rd, Ste 124",ATLANTA,GA,30305
Ahlan Wa Sahlan Hospitality Co,167 SE Bandit Street,Madison,FL,32340,13078,PIF,2810800,2108100,5.25,300,2014,7/29/14,10/1/14,64,5/23/39,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,24,CLP,Guaranty,Fidelity Bank,"3490 Piedmont Rd, Ste 124",ATLANTA,GA,30305
"Windsor Hospitality, LLC",6301 Westwood Blvd,Orlando,FL,32836,13116,EXEMPT,4400000,3960000,6,300,2011,12/27/10,3/1/11,64,10/21/35,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,7,PLP,Guaranty,Fidelity Bank,"3490 Piedmont Rd, Ste 124",ATLANTA,GA,30305
"Global Maritek Systems, Inc.",400 Riberia St,SAINT AUGUSTINE,FL,32084,13285,EXEMPT,800000,600000,5.75,24,2016,3/29/16,6/1/16,64,5/22/18,0,,,,,,,336611,Ship Building and Repairing,198,OTH 7A,Standard Asset Based,EagleBank,7815 Woodmont Ave,BETHESDA,MD,20814
MAID TO PERFECTION,6250 W OAKLAND BLVD,FORT LAUDERDALE,FL,33308,13431,PIF,10000,9000,7.75,120,2011,10/29/10,1/1/11,64,11/9/20,0,,,,,,,561720,Janitorial Services,14,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Nick Andres Escudero,8898 SE Farm Rd,Lee,FL,32059,14445,EXEMPT,3388500,2541375,6,300,2013,2/26/13,5/1/13,64,12/21/37,0,,,,,,,112390,Other Poultry Production,4,OTH 7A,Guaranty,Community Bank of Pickens County,15 Sammy McGhee Blvd,JASPER,GA,30143
Redneck Surfers Inc.,450 12th Street W.,Bradenton,FL,34205,14990,PIF,200000,150000,6,120,2011,4/28/11,7/1/11,64,5/9/21,0,,,,,,,722410,Drinking Places (Alcoholic Beverages),7,RLA,Rural Lender Advantage,"CenterState Bank, National Association",1101 First St South,WINTER HAVEN,FL,33880
Aannco Davie Pawnshop,STIRLING RD,FORT LAUDERDALE,FL,33314,15376,EXEMPT,150000,127500,7,120,2017,9/27/17,11/30/17,64,10/9/27,0,,,,,,,522298,All Other Nondepository Credit Intermediation,2,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"LOVE'S ENTERPRISES, INC.",4685 28th Street North,St Petersburg,FL,33714,15423,EXEMPT,328300,246225,6.75,240,2017,4/27/17,6/30/17,64,3/17/37,0,,,,,,,722515,Snack and Nonalcoholic Beverage Bars,30,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
C & G Engines Corp.,7982 NW 56TH STREET,DORAL,FL,33166,16107,PIF,345500,310950,5.5,60,2010,10/29/09,1/1/10,64,12/6/14,0,,,,,,,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant,12,OTH 7A,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"ESVT Associates, Inc",7041 SE 21 Place #4,Davie,FL,33317,243,CHGOFF,601000,450750,6,83,2013,2/25/13,5/1/13,65,2/24/20,1,2016,504553,96447,7/21/16,1313,44,238220,"Plumbing, Heating, and Air-Conditioning Contractors",12,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Cosse's Place,5365 Stewart Street,MILTON,FL,32570,618,EXEMPT,106300,90355,6.35,180,2017,6/27/17,8/31/17,65,6/13/32,0,,,,,,,722511,Full-Service Restaurants,31,PLP,Guaranty,Whitney Bank,2510 14th St,GULFPORT,MS,39501
"Outdoor America Images, Inc.",4545 West Hillsborough Ave,TAMPA,FL,33614,975,EXEMPT,2845000,2133750,5.25,240,2013,9/27/13,12/1/13,65,8/18/33,0,,,,,,,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,5,CLP,Guaranty,Valley National Bank,615 Main Ave,PASSAIC,NJ,7055
"Edward D. Colina & Associates,",13200 S.W. 128th Street #6,MIAMI,FL,33186,1238,PIF,25000,21250,8,84,2011,4/27/11,7/1/11,65,5/25/18,0,,,,,,,524210,Insurance Agencies and Brokerages,2,COMM EXPRS,Community Express,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470
Green Marlin LLC,US Hwy 1,Vero Beach,FL,32960,1562,EXEMPT,210000,157500,6.5,120,2017,4/26/17,6/30/17,65,5/9/27,0,,,,,,,722511,Full-Service Restaurants,36,OTH 7A,Guaranty,The Oculina Bank,"4450 24th Ave, Ste 101",VERO BEACH,FL,32967
Dr. Jack Trainor,2824 26th Place NE,FORT LAUDERDALE,FL,33306,1813,EXEMPT,100000,90000,5.25,96,2010,5/28/10,8/1/10,65,6/20/18,0,,,,,,,621112,"Offices of Physicians, Mental Health Specialists",3,PLP,Guaranty,The First State Bank,660 Central Ave,BARBOURSVILLE,WV,25504
Bounce Down Under Inc.,935 N. Beneva Road,SARASOTA,FL,34232,3169,EXEMPT,150000,127500,6,120,2013,11/28/12,2/1/13,65,12/11/22,0,,,,,,,713990,All Other Amusement and Recreation Industries,32,SLA,Lender Advantage Initiative,Achieva CU,1659 Virginia St,DUNEDIN,FL,34698
LELACK CORPORATION,5888 NW 66th Way,Parkland,FL,33067,3674,EXEMPT,50000,25000,8.5,9,2012,11/28/11,2/1/12,65,10/28/12,0,,,,,,,238990,All Other Specialty Trade Contractors,3,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"Coastal Plain Construction, In",152 Holly Berry Lane,Saint Johns,FL,32259,3917,EXEMPT,250000,187500,5.5,89,2014,10/28/13,1/1/14,65,4/24/21,0,,,,,,,238910,Site Preparation Contractors,2,PLP,Guaranty,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901
"Synergy Elite Sports Clinic, L",5850 West Cypress Street,Tampa,FL,33609,4967,EXEMPT,355000,266250,5.75,120,2013,6/28/13,9/1/13,65,7/11/23,0,,,,,,,621310,Offices of Chiropractors,0,PLP,Guaranty,SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
"OLEAF, LLC",7655 DEBEAUBIEN,ORLANDO,FL,32835,5338,PIF,130000,65000,7.75,84,2010,2/25/10,5/1/10,65,3/25/17,0,,,,,,,722213,Snack and Nonalcoholic Beverage Bars,10,SBA EXPRES,FA$TRK (Small Loan Express),SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
"BT BAYNHAM TSC, INC.",2793 STATE RD 7,WELLINGTON,FL,33414,5663,EXEMPT,194000,145500,6,123,2015,7/28/15,10/1/15,65,11/7/25,0,,,,,,,722515,Snack and Nonalcoholic Beverage Bars,12,PLP,Guaranty,Stearns Bank National Association,4191 2nd St South,SAINT CLOUD,MN,56301
RAO&apos;S OF SLW LLC,901 E Prima Vista Blvd,Port Saint Lucie,FL,34952,5994,EXEMPT,307000,230250,5.75,120,2017,10/28/16,1/1/17,65,11/10/26,0,,,,,,,722513,Limited-Service Restaurants,50,SLA,Lender Advantage Initiative,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994
Heritage Childcare - Pablo Pin,14230 Spartina Court,Jacksonville,FL,32224,6847,EXEMPT,600000,540000,6,120,2010,1/25/10,3/31/10,65,2/7/20,0,,,,,,,624410,Child Day Care Services,22,PLP,Guaranty,"Readycap Lending, LLC",420 Mountain Ave.,NEW PROVIDENCE,NJ,7974
"Debruyne Enterprises, Inc.",5186 Wood Lane Circle,Tallahassee,FL,32303,6921,EXEMPT,1150000,862500,5.75,240,2014,3/28/14,6/1/14,65,2/16/34,0,,,,,,,337122,Nonupholstered Wood Household Furniture Manufacturing,6,OTH 7A,Guaranty,Prime Meridian Bank,"1897 Capital Cir, NE",TALLAHASSEE,FL,32308
"Oldsmar MSG, LLC",4011 Tampa Road Suite 14,OLDSMAR,FL,34677,7733,PIF,513000,384750,6,120,2015,7/28/15,10/1/15,65,8/9/25,0,,,,,,,722513,Limited-Service Restaurants,15,PLP,Guaranty,Northeast Bank,500 Canal St,LEWISTON,ME,4240
"Benchmark Building, Inc.",309 Altamonte Commerce Blvd,ALTAMONTE SPRINGS,FL,32714,7904,EXEMPT,150000,127500,6.5,119,2017,3/27/17,5/31/17,65,3/10/27,0,,,,,,,236118,Residential Remodelers,3,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
"Techni-Pro Institute, LLC",414 NW 35th Street,BOCA RATON,FL,33431,7936,EXEMPT,760000,570000,6.25,119,2016,9/27/16,12/1/16,65,9/10/26,0,,,,,,,611710,Educational Support Services,3,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
Gleckler LLC,2175 W 18th Street,Jacksonville,FL,32209,8227,EXEMPT,3570000,2677500,6.25,300,2017,10/28/16,1/1/17,65,8/23/41,0,,,,,,,444190,Other Building Material Dealers,50,OTH 7A,Guaranty,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028
Distinctive Landscape Manageme,6375 21st St,Vero Beach,FL,32968,8354,EXEMPT,150000,127500,5.75,120,2015,5/28/15,8/1/15,65,6/9/25,0,,,,,,,541320,Landscape Architectural Services,15,SLA,Lender Advantage Initiative,Marine Bank & Trust Company,571 Beachland Blvd,VERO BEACH,FL,32963
"Specialty Pharmacy Services, I",800 E. Melbourne,MELBOURNE,FL,32901,8536,EXEMPT,1125000,843750,5.25,120,2015,7/28/15,10/1/15,65,8/9/25,0,,,,,,,446110,Pharmacies and Drug Stores,7,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
Underwater Mechanix Services L,10418 NEW BERLIN RD # 20,JACKSONVILLE,FL,32226,8930,EXEMPT,200000,100000,6,84,2018,11/27/17,1/31/18,65,12/25/24,0,,,,,,,238990,All Other Specialty Trade Contractors,8,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Veterinary Management and Nutr,39934 US HIGHWAY 19 N,TARPON SPRINGS,FL,34689,9045,EXEMPT,25000,12500,9.8,84,2017,6/27/17,8/31/17,65,7/25/24,0,,,,,,,453910,Pet and Pet Supplies Stores,6,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"ADVANTAGE LEADERSHIP, INC.",13100 SW 11th CT C303,HOLLYWOOD,FL,33027,9103,EXEMPT,10000,5000,7.65,84,2017,4/26/17,6/30/17,65,5/24/24,0,,,,,,,611430,Professional and Management Development Training,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"PANGEA BUSINESS SOLUTIONS, INC",1535 PALANCIA AVE,MIAMI,FL,33146,9329,EXEMPT,100000,50000,5.4,84,2016,6/28/16,9/1/16,65,7/27/23,0,,,,,,,541511,Custom Computer Programming Services,5,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Eyes of Winter Park, LLC",2285 Aloma Avenue,WINTER PARK,FL,32792,9950,EXEMPT,317500,238125,5.92,120,2014,12/24/13,2/27/14,65,1/6/24,0,,,,,,,621320,Offices of Optometrists,8,PATRIOT EX,Patriot Express,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Stuart's Plumbing LLC,2229 Eastmeadows Rd,LAKELAND,FL,33812,10040,PIF,25000,12500,8.4,84,2013,8/28/13,11/1/13,65,9/25/20,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Corpo Bonito, LLC",380 S State Road 434 Ste 1004,ALTAMONTE SPRINGS,FL,32714,10312,EXEMPT,86000,43000,7.25,84,2012,6/28/12,9/1/12,65,7/27/19,0,,,,,,,448190,Other Clothing Stores,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"One Edge, LLC",SW 21st Terrace,Fort Lauderdale,FL,33312,11441,EXEMPT,1938000,1453500,6.5,300,2017,3/27/17,5/31/17,65,1/20/42,0,,,,,,,332811,Metal Heat Treating,9,OTH 7A,Guaranty,Home Federal Bank of Hollywood,900 N Federal Hwy,HALLANDALE BEACH,FL,33009
"O2B Kids 10, LLC",995 N. State Road 434,Altamonte Springs,FL,32714,11865,EXEMPT,1900000,1425000,6.25,128,2016,2/26/16,5/1/16,65,11/5/26,0,,,,,,,624410,Child Day Care Services,70,OTH 7A,Guaranty,First Savings Bank,501 E Lewis & Clark Pkwy,CLARKSVILLE,IN,47129
Jacksonville Academy of Gymnas,200 CUMBERLAND PARK,SAINT AUGUSTINE,FL,32095,12354,PIF,100000,85000,6,84,2010,9/27/10,12/1/10,65,10/25/17,0,,,,,,,611620,Sports and Recreation Instruction,6,RLA,Rural Lender Advantage,First Federal Bank of Florida,4705 W US Hwy 90,LAKE CITY,FL,32055
"Cornerstone Contracting, Inc.",12213 S.W. 132 Court,Miami,FL,33186,12568,PIF,150000,75000,4.5,84,2016,9/27/16,12/1/16,65,10/26/23,0,,,,,,,238990,All Other Specialty Trade Contractors,11,SBA EXPRES,FA$TRK (Small Loan Express),First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
China Buffet,6835 U.S. Hwy 129,Live Oak,FL,32060,13088,EXEMPT,606000,454500,5.25,300,2013,9/27/13,12/1/13,65,7/23/38,0,,,,,,,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),0,PLP,Guaranty,Fidelity Bank,"3490 Piedmont Rd, Ste 124",ATLANTA,GA,30305
MYE Enterprises Inc,632 N Dixie Highway,Lake Worth,FL,33460,13271,EXEMPT,736000,552000,6.25,300,2017,9/26/17,11/30/17,65,7/22/42,0,,,,,,,447110,Gasoline Stations with Convenience Stores,8,PLP,Guaranty,Embassy National Bank,1817 N Brown Rd,LAWRENCEVILLE,GA,30043
GOLDENFEET INC,140 PINNACLES DRIVE,PALM COAST,FL,32164,14083,PIF,40000,20000,8.07,84,2015,11/28/14,2/1/15,65,12/26/21,0,,,,,,,621391,Offices of Podiatrists,2,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
LDGT LLC,9420 NW 13TH STREET,GAINESVILLE,FL,32653,14132,EXEMPT,324000,162000,6.89,84,2014,3/28/14,6/1/14,65,4/25/21,0,,,,,,,451110,Sporting Goods Stores,7,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"Pro-Echo, Inc.",300 W. 41st Street,Miami Beach,FL,33140,15084,EXEMPT,1504000,1128000,6,120,2015,7/28/15,10/1/15,65,8/9/25,0,,,,,,,621512,Diagnostic Imaging Centers,10,PLP,Guaranty,Centennial Bank,620 Chestnut St,CONWAY,AR,72032
"ISLAND MARINE GROUP, LLC",1421 APOLLO BEACH BLVD,APOLLO BEACH,FL,33572,16190,PIF,50000,25000,4.25,84,2014,5/28/14,8/1/14,65,6/25/21,0,,,,,,,238910,Site Preparation Contractors,0,SBA EXPRES,FA$TRK (Small Loan Express),Branch Banking and Trust Company,200 W Second St,WINSTON SALEM,NC,27101
CAROLYN B CURTIS,808 CAROLIN ST,Melbourne,FL,32901,16498,PIF,350000,175000,4.25,84,2010,6/28/10,9/1/10,65,7/26/17,0,,,,,,,541990,"All Other Professional, Scientific, and Technical Services",2,SBA EXPRES,FA$TRK (Small Loan Express),Branch Banking and Trust Company,200 W Second St,WINSTON SALEM,NC,27101
"GREEN & CLEAN USA, LLC",18660 COLLINS AVE,NORTH MIAMI BEACH,FL,33160,16694,EXEMPT,1370000,1027500,6,120,2013,3/28/13,6/1/13,65,4/10/23,0,,,,,,,812320,Drycleaning and Laundry Services (except Coin-Operated),25,PLP,Guaranty,Berkshire Bank,99 North St,PITTSFIELD,MA,1201
"ATT West Sample, Inc.",1301 Copans Road,POMPANO BEACH,FL,33064,16900,EXEMPT,25000,12500,6.25,84,2015,7/28/15,10/1/15,65,8/25/22,0,,,,,,,812990,All Other Personal Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
