BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BusinessType,BankName,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,LoanStatus,Status,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported
"H.G. Jones & Associates, Inc.",211 W WACKER DR STE 1230,CHICAGO,IL,60606,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,9/14/17,2017,9/30/17,PLP,Guaranty,7,120,541611,Administrative Management and General Management Consulting Services,EXEMPT,0,,0,0,5
BATESMERON SWEET DESIGN INCORP,1006 S MICHIGAN AVE STE 601,CHICAGO,IL,60605,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,8/30/17,2017,9/30/17,PLP,Guaranty,7,120,541613,Marketing Consulting Services,EXEMPT,0,,0,0,10
"CAAN GROUP, INC",70 S CUMBERLAND PKWY,DES PLAINES,IL,60016,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,75000,63750,8/30/17,2017,9/30/17,PLP,Guaranty,7,120,236115,New Single-Family Housing Construction (except Operative Builders),EXEMPT,0,,0,0,3
"ZAKPOL TRUCKING, INC.",6600 S MELVINA AVE STE 105,BEDFORD PARK,IL,60638,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,8/22/17,2017,,PLP,Guaranty,7,120,484121,"General Freight Trucking, Long Distance, Truckload",CANCLD,0,,0,0,30
C. L. Wilson Med Legal Consult,2113  La Mar Ave,ROCKFORD,IL,61108,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,15000,7500,12/15/11,2012,1/1/12,SBA EXPRES,FA$TRK (Small Loan Express),4.75,3,541199,All Other Legal Services,CHGOFF,1,7/13/17,10950,1,0
"KOH EXTERIOR, INC.",2932 N CAMPBELL AVE,CHICAGO,IL,60618,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,250000,187500,8/9/17,2017,8/31/17,PLP,Guaranty,7,120,442291,Window Treatment Stores,EXEMPT,0,,0,0,6
TOUS LES JOURS CHICAGO INC.,1685 MILWAUKEE AVE,GLENVIEW,IL,60025,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,7/31/17,2017,8/31/17,PLP,Guaranty,7,120,311811,Retail Bakeries,EXEMPT,0,,0,0,7
ACE AUTO SERVICES INC.,875 RAND RD,DES PLAINES,IL,60016,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,325000,243750,7/28/17,2017,8/31/17,PLP,Guaranty,7,120,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",EXEMPT,0,,0,0,8
URBAN STREET WINDOW WORKS LLC,2115 N WESTERN AVE,CHICAGO,IL,60647,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,100000,85000,7/28/17,2017,8/31/17,PLP,Guaranty,7,120,561720,Janitorial Services,EXEMPT,0,,0,0,9
"AUTOMAX CHICAGO, INC.",3125 N CICERO AVE,CHICAGO,IL,60641,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,7/17/17,2017,7/31/17,PLP,Guaranty,7,120,441120,Used Car Dealers,EXEMPT,0,,0,0,2
"EAZY MOBILE, INC.",14449 SPRINGFIELD AVE,MIDLOTHIAN,IL,60445,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,250000,187500,7/14/17,2017,,PLP,Guaranty,7,120,425110,Business to Business Electronic Markets,CANCLD,0,,0,0,1
BG HOME HEALTH PROVIDERS LLC,133 AND 139 W  RAND RD,ARLINGTON HEIGHTS,IL,60004,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,7/11/17,2017,7/31/17,PLP,Guaranty,7,120,621610,Home Health Care Services,EXEMPT,0,,0,0,18
Bottoms Up Sports Bar & Grill,1807 S WASHINGTON ST STE 101,NAPERVILLE,IL,60565,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,7/6/17,2017,7/31/17,PLP,Guaranty,7,120,722511,Full-Service Restaurants,EXEMPT,0,,0,0,15
WHOLESALE NUTRITION,453 S VERMONT ST STE E,PALATINE,IL,60067,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,325000,243750,6/21/17,2017,6/30/17,PLP,Guaranty,6.75,120,446191,Food (Health) Supplement Stores,EXEMPT,0,,0,0,5
"SKS Demolition and Excavating,",1150 East Knox Road,Williamsfield,IL,61489,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,34500,17250,12/29/11,2012,,SBA EXPRES,FA$TRK (Small Loan Express),6.24,72,238910,Site Preparation Contractors,CANCLD,0,,0,0,0
"CM EXPRESS TRANSPORT, INC.",2317 N NEVA AVE APT 407A,ELMWOOD PARK,IL,60707,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,100000,85000,6/20/17,2017,6/30/17,PLP,Guaranty,6.75,113,485999,All Other Transit and Ground Passenger Transportation,EXEMPT,0,,0,0,1
"WHIPS AUTOMOTIVE, INC",90 MCHENRY RD,WHEELING,IL,60090,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,6/19/17,2017,6/30/17,PLP,Guaranty,6.75,120,811111,General Automotive Repair,EXEMPT,0,,0,0,8
BABY ELEPHANT INC.,1230 VALLEY LAKE DR STE D,SCHAUMBURG,IL,60195,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,50000,42500,6/14/17,2017,6/30/17,PLP,Guaranty,6.75,120,722511,Full-Service Restaurants,EXEMPT,0,,0,0,10
Illinois Granite and Marble LT,1370 JARVIS AVE,ELK GROVE VILLAGE,IL,60007,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,100000,85000,6/5/17,2017,6/30/17,PLP,Guaranty,6.75,120,238340,Tile and Terrazzo Contractors,EXEMPT,0,,0,0,2
"Blair, Inc.",1639 N Alpine Rd 502,Rockford,IL,61107,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,102100,51050,12/30/11,2012,,SBA EXPRES,FA$TRK (Small Loan Express),5.99,60,541613,Marketing Consulting Services,CANCLD,0,,0,0,7
"The Little Girls, Inc. d/b/a T",1617A North Alpine Road,Rockford,IL,61107,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,147800,73900,1/5/12,2012,1/5/12,SBA EXPRES,FA$TRK (Small Loan Express),5.99,20,448120,Women's Clothing Stores,PIF,0,,0,0,1
Pin Curls LLC,1659 West Chicago Avenue,Chicago,IL,60622,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,225700,169275,1/5/12,2012,1/5/12,PLP,Guaranty,5.99,84,812112,Beauty Salons,PIF,0,,0,0,5
"FIX MY GADGET, INC.",4732 N UNIVERSITY ST,PEORIA,IL,61614,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,225000,191250,5/24/17,2017,6/30/17,PLP,Guaranty,6.75,120,811211,Consumer Electronics Repair and Maintenance,EXEMPT,0,,0,0,6
"RIGHT WAY SIGNS, LLC",2333 N SEELEY AVE,CHICAGO,IL,60647,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,5/21/17,2017,6/30/17,PLP,Guaranty,6.75,120,339950,Sign Manufacturing,EXEMPT,0,,0,0,12
"PROMINENT MERCHANT SERVICES, I",5066 N PIN OAK TURN,BOURBONNAIS,IL,60914,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,5/19/17,2017,5/31/17,PLP,Guaranty,6.75,120,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activiti",EXEMPT,0,,0,0,2
"FICHERA & MILLER, P.C.",415 N LA SALLE DR,CHICAGO,IL,60654,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,250000,187500,4/13/17,2017,4/30/17,PLP,Guaranty,6.75,120,541110,Offices of Lawyers,EXEMPT,0,,0,0,6
"ITB CAPITAL, INC.",3903 S ST RT 159,GLEN CARBON,IL,62034,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,3/24/17,2017,3/24/17,PLP,Guaranty,6.5,120,811111,General Automotive Repair,EXEMPT,0,,0,0,6
"T.I. INTERNATIONAL, LTD.",2260 COMMONWEALTH AVE,NORTH CHICAGO,IL,60064,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,3/24/17,2017,,PLP,Guaranty,6.5,120,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,CANCLD,0,,0,0,9
SIX SAINTS AUTO TRANSPORT LLC,1304 CUMBERLAND DR,JOLIET,IL,60431,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,50000,42500,3/16/17,2017,3/16/17,PLP,Guaranty,6.5,120,484110,"General Freight Trucking, Local",EXEMPT,0,,0,0,2
"WATERFORD PLUMBING CO., INC.",2425 W CUYLER AVE,CHICAGO,IL,60618,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,250000,187500,2/15/17,2017,,PLP,Guaranty,6.5,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",CANCLD,0,,0,0,3
"SHADING SOLUTIONS GROUP, INCOR",731 QUEENS GATE CIR,SUGAR GROVE,IL,60554,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,75000,63750,2/14/17,2017,2/14/17,PLP,Guaranty,6.5,120,236118,Residential Remodelers,EXEMPT,0,,0,0,2
CONCEPT CARE CHIROPRACTIC AND,6230 MAIN ST,DOWNERS GROVE,IL,60516,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,75000,63750,2/1/17,2017,2/1/17,PLP,Guaranty,6.5,120,621310,Offices of Chiropractors,EXEMPT,0,,0,0,5
SH Gomez LLC,8119 ABBEY RD,TINLEY PARK,IL,60477,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,1/27/17,2017,2/1/17,PLP,Guaranty,6.5,120,442291,Window Treatment Stores,EXEMPT,0,,0,0,1
"THERAPEUTIC KNEADS, LTD",1779 GREEN BAY RD 101,HIGHLAND PARK,IL,60035,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,1/27/17,2017,2/1/17,PLP,Guaranty,6.5,120,812990,All Other Personal Services,EXEMPT,0,,0,0,16
"JMC WEALTH MANAGEMENT, INC.",1017 W WASHINGTON BLVD UNIT 3,CHICAGO,IL,60607,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,310000,232500,1/20/17,2017,2/1/17,PLP,Guaranty,6.5,120,523910,Miscellaneous Intermediation,EXEMPT,0,,0,0,13
"PETERSON HEALTH CLINIC, L.L.C.",815 LINCOLN HWY STE 109,FAIRVIEW HEIGHTS,IL,62208,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,55000,46750,12/6/16,2017,12/6/16,SLA,Lender Advantage Initiative,6.25,120,621310,Offices of Chiropractors,EXEMPT,0,,0,0,2
"The Murray Group, Inc",24317 W 143rd St Unit,PLAINFIELD,IL,60544,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,11/15/16,2017,11/15/16,SLA,Lender Advantage Initiative,6.25,120,442110,Furniture Stores,EXEMPT,0,,0,0,10
"Zak Services, Inc.",1560 7 PINES RD APT C2,SCHAUMBURG,IL,60193,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,50000,42500,11/7/16,2017,11/7/16,SLA,Lender Advantage Initiative,6.25,120,484110,"General Freight Trucking, Local",EXEMPT,0,,0,0,1
RND Exhibits International Cor,7550 Plaza Crt,WILLOWBROOK,IL,60527,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,10/26/16,2017,10/26/16,SLA,Lender Advantage Initiative,6.25,120,323111,Commercial Gravure Printing,EXEMPT,0,,0,0,40
Lab Information Technology Inc,154 S. Washington St Suite E,CARPENTERSVILLE,IL,60110,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,10/17/16,2017,10/17/16,SLA,Lender Advantage Initiative,6.25,120,541512,Computer Systems Design Services,EXEMPT,0,,0,0,5
L.E.G.S. Transport Inc,11S360 Madison St,Burr Ridge,IL,60527,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,230000,172500,9/30/16,2016,10/1/16,SLA,Lender Advantage Initiative,6.25,120,484121,"General Freight Trucking, Long Distance, Truckload",EXEMPT,0,,0,0,8
PRO Lawncare and Lighting Inco,7691 Galena St,Lakewood,IL,60014,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,9/29/16,2016,,SLA,Lender Advantage Initiative,6.25,120,541320,Landscape Architectural Services,CANCLD,0,,0,0,12
"Rescigno's Mailing Solutions,",7501-03 W. 85th St.,BRIDGEVIEW,IL,60455,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,405000,303750,9/27/16,2016,9/27/16,PLP,Guaranty,6.25,300,541860,Direct Mail Advertising,EXEMPT,0,,0,0,0
Ops Accounting Inc,1088 Cambridge Drive,GRAYSLAKE,IL,60030,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,75000,63750,9/20/16,2016,9/20/16,SLA,Lender Advantage Initiative,6.25,120,541213,Tax Preparation Services,EXEMPT,0,,0,0,1
Nemea Express Inc.,5720 N Major Ave,Chicago,IL,60646,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,25000,12500,1/31/12,2012,,SBA EXPRES,FA$TRK (Small Loan Express),7.75,84,484110,"General Freight Trucking, Local",CANCLD,0,,0,1,0
"Lorenzana, P.C.dba Advanced Vi",19 E Schaumburg Rd,Schaumburg,IL,60194,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,290500,145250,1/31/12,2012,,SBA EXPRES,FA$TRK (Small Loan Express),6.99,105,621320,Offices of Optometrists,CANCLD,0,,0,0,4
Next Level Athletic Performanc,450 W Taft Unit C,SOUTH HOLLAND,IL,60473,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,9/16/16,2016,9/16/16,SLA,Lender Advantage Initiative,6.25,120,713940,Fitness and Recreational Sports Centers,EXEMPT,0,,0,0,3
Charles T. French dba French A,12910 W Farmington Rd,Hanna City,IL,61528,INDIVIDUAL,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,10000,5000,1/31/12,2012,2/10/12,SBA EXPRES,FA$TRK (Small Loan Express),5.5,84,811111,General Automotive Repair,PIF,0,,0,0,0
Ralyn Design Inc,10542 S Michael Drive,PALOS HILLS,IL,60465,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,9/6/16,2016,9/6/16,SLA,Lender Advantage Initiative,6.25,120,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",EXEMPT,0,,0,0,3
ELECTRON CONSULTING INC,30 S Stolp Ave Ste 202,NAPERVILLE,IL,60540,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,167500,125625,8/15/16,2016,8/15/16,SLA,Lender Advantage Initiative,6.25,120,541690,Other Scientific and Technical Consulting Services,EXEMPT,0,,0,0,2
Jones Environmental Control In,19144 S Blackhawk Pkwy,MOKENA,IL,60448,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,8/9/16,2016,8/9/16,SLA,Lender Advantage Initiative,6.25,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",EXEMPT,0,,0,0,5
"Adventive Marketing, Inc",415 E Golf Rd Ste 111,ARLINGTON HEIGHTS,IL,60005,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,75000,63750,8/1/16,2016,,SLA,Lender Advantage Initiative,6.25,120,541810,Advertising Agencies,CANCLD,0,,0,0,2
"Digiwrap, Inc",147 North Ave Ste 5399,GLENDALE HEIGHTS,IL,60139,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,7/8/16,2016,7/8/16,SLA,Lender Advantage Initiative,6.25,120,424120,Stationery and Office Supplies Merchant Wholesalers,EXEMPT,0,,0,0,10
"MDM Construction Supply, LLC",815 N Church St,ROCKFORD,IL,61103,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,6/20/16,2016,6/20/16,SLA,Lender Advantage Initiative,6.25,120,423390,Other Construction Material Merchant Wholesalers,EXEMPT,0,,0,0,2
"Kellenberger Auto Service, Inc",217 Symphony Way,Elgin,IL,60120,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,150000,75000,2/9/12,2012,3/1/12,SBA EXPRES,FA$TRK (Small Loan Express),4.75,100,811111,General Automotive Repair,EXEMPT,0,,0,0,0
Henz Transport Group Inc,2600 S 25th Ave,BROADVIEW,IL,60155,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,6/16/16,2016,8/1/16,SLA,Lender Advantage Initiative,6.25,120,484121,"General Freight Trucking, Long Distance, Truckload",EXEMPT,0,,0,0,1
Discount Moto Tires,313 E MCKINLEY RD,OTTAWA,IL,61350,INDIVIDUAL,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,100000,85000,6/16/16,2016,6/16/16,SLA,Lender Advantage Initiative,6.25,120,441320,Tire Dealers,EXEMPT,0,,0,0,1
"Mr. Anthony's Fashions, Inc.",223 North Main Street,Edwardsville,IL,62025,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,50900,25450,2/14/12,2012,3/1/12,SBA EXPRES,FA$TRK (Small Loan Express),5.99,18,448120,Women's Clothing Stores,CHGOFF,1,1/3/18,8803,0,2
Valentin E. Hadzhiev d/b/a Dos,4752 North Olcutt,Harwood Heights,IL,60706,INDIVIDUAL,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,27700,13850,2/15/12,2012,2/15/12,SBA EXPRES,FA$TRK (Small Loan Express),9.74,60,484110,"General Freight Trucking, Local",PIF,0,,0,0,0
P Galgano Estimating Company,14241 Chicago Bloomington Trl,HOMER GLEN,IL,60491,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,5/31/16,2016,6/1/16,SLA,Lender Advantage Initiative,6.25,120,238170,Siding Contractors,EXEMPT,0,,0,0,2
Award Emblem Manufacturing Co.,179 E South Frontage Rd,BOLINGBROOK,IL,60440,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,5/29/16,2016,6/1/16,SLA,Lender Advantage Initiative,6.25,120,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,EXEMPT,0,,0,0,12
Mobility Plus LLC,2303 Randall Rd,CARPENTERSVILLE,IL,60110,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,5/27/16,2016,6/1/16,SLA,Lender Advantage Initiative,6.25,120,621999,All Other Miscellaneous Ambulatory Health Care Services,EXEMPT,0,,0,0,1
"Life Services, Inc.",6135 N Black Oak Ct.,Peoria,IL,61615,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,220000,110000,2/21/12,2012,3/1/12,SBA EXPRES,FA$TRK (Small Loan Express),4.75,84,621399,Offices of All Other Miscellaneous Health Practitioners,PIF,0,,0,1,0
Killian Bros. Concrete Constru,38 Paige,BLOOMINGTON,IL,61704,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,5/13/16,2016,6/1/16,SLA,Lender Advantage Initiative,6.25,120,236115,New Single-Family Housing Construction (except Operative Builders),EXEMPT,0,,0,0,6
Rebuiltcars Corporation,440 Industrial Dr Ste D,NAPERVILLE,IL,60563,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,5/11/16,2016,5/11/16,SLA,Lender Advantage Initiative,6.25,110,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,EXEMPT,0,,0,0,4
Walls Transportation Inc,1515 W 74th St,CHICAGO,IL,60620,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,5/9/16,2016,,SLA,Lender Advantage Initiative,6.25,120,485410,School and Employee Bus Transportation,CANCLD,0,,0,0,26
G.I.N.A. Enterprises,3210 Doolittle Drive,ANTIOCH,IL,60002,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,4/29/16,2016,5/1/16,SLA,Lender Advantage Initiative,6.25,120,812199,Other Personal Care Services,EXEMPT,0,,0,0,4
Einwiller Incorporated,636 N Bank,LAKE FOREST,IL,60045,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,225000,168750,4/20/16,2016,4/20/16,SLA,Lender Advantage Initiative,6.25,120,443142,Electronics Stores,EXEMPT,0,,0,0,2
GLEN ORTHODONTICS,2640 Valor Dr,GLENVIEW,IL,60026,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,80000,68000,4/18/16,2016,,SLA,Lender Advantage Initiative,6.25,120,621210,Offices of Dentists,CANCLD,0,,0,0,9
Tim Curry Insurance Agency Inc,169 E. Butterfield Rd. Ste 2,ELMHURST,IL,60126,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,250000,187500,4/5/16,2016,4/5/16,SLA,Lender Advantage Initiative,6.25,120,524210,Insurance Agencies and Brokerages,EXEMPT,0,,0,0,5
"Best Waiters of Chicago, Inc",3 Lorraine Ct,WOODRIDGE,IL,60517,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,3/22/16,2016,3/22/16,SLA,Lender Advantage Initiative,6.25,120,722310,Food Service Contractors,EXEMPT,0,,0,0,18
Polymathic LLC,4430 N Central Park,CHICAGO,IL,60647,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,3/8/16,2016,3/8/16,SLA,Lender Advantage Initiative,6.25,107,541511,Custom Computer Programming Services,EXEMPT,0,,0,0,10
Craft LaGrange LLC,88 S La Grande Rd,LA GRANGE,IL,60525,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,215000,161250,3/7/16,2016,3/7/16,SLA,Lender Advantage Initiative,6.25,120,722511,Full-Service Restaurants,EXEMPT,0,,0,0,20
Recom Inc,351 Remington Blvd,BOLINGBROOK,IL,60440,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,3/2/16,2016,3/2/16,SLA,Lender Advantage Initiative,6.25,109,423430,Computer and Computer Peripheral Equipment and Software Merchant Whole,EXEMPT,0,,0,0,13
Premier Performance and Fitnes,"150 Fairway Dr, Suite 140",LIBERTYVILLE,IL,60048,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,150000,127500,2/29/16,2016,3/1/16,SLA,Lender Advantage Initiative,6.25,120,713940,Fitness and Recreational Sports Centers,EXEMPT,0,,0,0,1
Fun Times RV Center Inc,41571 N Hwy 45,ANTIOCH,IL,60002,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,200000,150000,2/4/16,2016,2/4/16,SLA,Lender Advantage Initiative,6.25,120,441210,Recreational Vehicle Dealers,EXEMPT,0,,0,0,10
"Nick Nicolai, LLC",5506 Dial Drive,Granite City,IL,62040,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,250000,187500,3/20/12,2012,4/1/12,PLP,Guaranty,6.99,65,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",CHGOFF,1,6/16/15,210881,0,0
"Lights Camera Pixels, LLC",2700 S. River Rd 211,DES PLAINES,IL,60018,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,210000,157500,1/27/16,2016,2/1/16,SLA,Lender Advantage Initiative,6.25,120,541613,Marketing Consulting Services,PIF,0,,0,0,16
Sendra Service Corp.,12425 West Regan Road,Mokena,IL,60448,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,75000,37500,3/23/12,2012,4/1/12,SBA EXPRES,FA$TRK (Small Loan Express),4.75,84,238220,"Plumbing, Heating, and Air-Conditioning Contractors",PIF,0,,0,1,10
Ideal Anesthesia Services P.C.,126 E Wing St 182,ARLINGTON HEIGHTS,IL,60004,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,1/15/16,2016,1/15/16,SLA,Lender Advantage Initiative,6.25,120,621111,Offices of Physicians (except Mental Health Specialists),EXEMPT,0,,0,0,3
Women's Comprehensive Healthca,20 Executive Court #1,BARRINGTON,IL,60010,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,614400,460800,3/27/12,2012,6/1/12,PLP,Guaranty,7.13,84,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,,0,0,9
"Kankakee Glass Company, Inc.",462 S. Schuyler,BRADLEY,IL,60915,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,300000,225000,12/30/15,2016,,SLA,Lender Advantage Initiative,6.25,120,238190,"Other Foundation, Structure, and Building Exterior Contractors",CANCLD,0,,0,0,10
Metropolitan Diagnostic Imagin,111 N Wabash Ave #620,CHICAGO,IL,60602,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,350000,262500,10/23/15,2016,11/1/15,SLA,Lender Advantage Initiative,6,120,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,,0,0,13
T & J Adventures Corp.,120 Dekalb St,JOLIET,IL,60436,CORPORATION,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772,325000,276250,10/6/15,2016,10/6/15,SLA,Lender Advantage Initiative,6,120,448190,Other Clothing Stores,EXEMPT,0,,0,0,3
Hiller-Winn Tire and Auto Serv,2119 West Pioneer Parkway,Peoria,IL,61615,CORPORATION,"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301,75000,37500,3/29/12,2012,,SBA EXPRES,FA$TRK (Small Loan Express),4.75,84,811198,All Other Automotive Repair and Maintenance,CANCLD,0,,0,1,0
